Категория,Название,Цена,Описание,Готовность в течение,Биоматериалы
Другие,IgE Fusarium moniliforme (m9),890,"Сделать анализ на грибы рода фузариум необходимо тем, кто периодически замечает у себя следующие признаки: ринит (заложенность носа, сухость, чиханье, набухание слизистых оболочек, слезотечение, снижение обоняния), конъюнктивит (опухание век, покраснение глаз, зуд, жжение), гиперчувствительный пневмонит (раздражение легких),
поражение желудочно-кишечного тракта, дерматомикоз (заболевание кожи, ногтей и волос), сухой кашель, озноб, повышение температуры тела.",4,Сыворотка
Другие,IgE Анальгин (с91),890,"Аллергия на анальгин — один из самых распространенных видов лекарственной аллергии. Она может развиваться в любом возрасте. Группу риска составляют люди, страдающие и другими видами аллергии.",4,Сыворотка
Другие,IgE Анис (f271),890,"Аллергия на анис нередко сопровождается перекрестными реакциями на косточковые фрукты, например, яблоки, абрикосы, орехи и пряности: имбирь, чеснок, мускатный орех.",4,Сыворотка
Другие,IgE Артикаин / Ультракаин (с68),890,Аллергия на артикаин может стать достаточно опасной. Этот препарат имеет еще одно название — ультракаин. Он используется в стоматологии для местной анестезии и других отраслях медицины. Перед визитом к врачу необходимо убедиться в отсутствии аллергической реакции. Помогут в этом анализы крови на антитела к аллергенам.,4,Сыворотка
Другие,IgE Базилик (f269),890,"Аллергия на базилик встречается редко. Однако, как и многие другие травы, использующиеся в качестве приправы, это растение может вызывать типичные симптомы аллергии. Среди самых распространенных — удушье, аллергический ринит, кожный зуд, отек языка, губ, гортани. Выраженность и острота реакции зависят от количества съеденного продукта и индивидуальных особенностей организма.",4,Сыворотка
Другие,IgE Блоха кошачья (Ctenocephadilis felis) (i5),890,"Определение специфических IgE, появляющихся при наличии аллергической реакции на блоху.",4,Сыворотка
Другие,IgE Гвоздика (f268),890,"Аллергия на гвоздику проявляется сразу или через несколько часов после употребления блюда с приправой. В зависимости от уровня индивидуальной непереносимости симптомы могут быть выражены в разной степени. Чаще всего возникают зуд кожных и слизистых покровов, ринит, отеки. Эти проявления могут сохраняться в течение нескольких часов или дней.",4,Сыворотка
Другие,IgE Диклофенак (с281),890,"Аллергия на диклофенак может возникнуть вследствие длительного приема этого или других препаратов той же группы. Диклофенак относится к нестероидным противовоспалительным средствам. Он широко используется в хирургии, онкологии, травматологии, спортивной медицине и других отраслях.",4,Сыворотка
Другие,IgE Зеленый чай (f266),890,Количественное определение в крови специфических иммуноглобулинов класса E к аллергену листового чая.,4,Сыворотка
Другие,IgE Ибупрофен (c286),890,Аллергия на ибупрофен сопровождается увеличением количества специфических антител IgE в крови. Они вырабатываются иммунной системой человека для борьбы с антигенами аллергена.,4,Сыворотка
Другие,IgE Индометацин (с93),890,"Аллергия на индометацин вызывает различные симптомы от легких до тяжелых. Наиболее характерными признаками лекарственной реакции являются аспириновая бронхиальная астма, крапивница, ринит в острой форме и прочие признаки аллергии на нестероидные противовоспалительные медикаменты. Попадание индометацина в организм может вызвать удушье из-за отека дыхательных путей. Перекрестные реакции возможны с разными средствами, производимыми на основе уксусной кислоты.",4,Сыворотка
Другие,IgE Йогурт (f250),890,"Определение специфических IgE, появляющихся при наличии аллергической реакции на йогурт.",4,Сыворотка
Другие,IgE Кедровый орех (f253),890,"Аллергия на кедровые орехи часто проявляется тяжелой быстрой реакцией. Количество съеденных орешков не имеет значения. При попадании аллергена в организм развиваются отек (локализация может быть разная), расстройства пищеварения (рвота, диарея), быстро краснеет и начинает зудеть кожа. При анафилактическом шоке резко падает давление, бледнеет кожа, наступает слабость, возможна потеря сознания.",4,Сыворотка
Другие,IgE Кефир (f63),890,Аллергическая реакция может быть результатом чрезмерной реакции детской иммунной системы на чужеродный белок. Так же возможна и индивидуальная непереносимость кефира.,4,Сыворотка
Другие,IgE Кориандр (f317),890,"Аллергия на кориандр (кинзу) может вызвать перекрестную реакцию на пыльцу сложноцветных, например, полыниили астры. То есть возможна не только пищевая аллергия, но и пыльцевая.",4,Сыворотка
Другие,IgE Крабовое мясо (f23),890,Крабовое мясо вызывает быстрое развитие симптомов пищевой непереносимости (уже через 1-3 дня после употребления его в пищу). Данный тест используется для диагностики пищевой непереносимости к мясу крабов.,4,Сыворотка
Другие,IgE Кукуруза (f8),890,"Аллергия на кукурузу встречается достаточно часто среди всех случаев гиперчувствительности к зерновым культурам. Типичные реакции могут вызывать как обработанные зерна, так и компоненты, например, кукурузный белок.",4,Сыворотка
Другие,IgE Лактоза (f169),890,"Лактозная непереносимость связана с генетически обусловленным снижением активности лактазы (фермента, необходимого для усвоения лактозы) и проявляется неспецифическими симптомами, развивающимися после потребления продуктов, содержащих молочный сахар.",4,Сыворотка
Другие,IgE Лидокаин / Ксилокаин (с82),890,Аллергия на лидокаин опасна при любом использовании местного анестетика. Полиморфизм клинической картины осложняет диагностику нарушения.,4,Сыворотка
Другие,IgE Майоран (f274),890,"Аллергия на майоран зачастую бывает перекрестной и наблюдается у тех людей, которые обладают индивидуальной непереносимостью других трав. В частности, тимьяна, шалфея, перечной мяты, лаванды.",4,Сыворотка
Другие,IgE Маслина (f342),890,"Аллергия на маслины нередко сопровождается перекрестной реакцией — аллергией на пыльцу деревьев, косточковые фрукты. Определение индивидуальных аллергенов позволяет подтвердить или опровергнуть диагноз.",4,Сыворотка
Другие,IgE Метронидазол (с153),890,Метронидазол — противопротозойный и противомикробный препарат. Метронидазол входит в перечень жизненно необходимых и важнейших лекарственных препаратов.,4,Сыворотка
Другие,IgE Молоко козье (f300),890,"Аллергенными являются белки козьего молока — казеин и бета-лактоглобулин. Первый труднорастворим и не разрушается даже при длительном кипячении. Поэтому аллергическую реакцию может вызвать как сырое, так и кипяченое молоко.",4,Сыворотка
Другие,IgE Муха домашняя (i15),890,"Определение специфических IgE, появляющихся при наличии аллергической реакции на мух.",4,Сыворотка
Другие,IgE Напроксен (с110),890,"Напроксен (Naproxen) и его натриевая соль — лекарственное средство, нестероидный противовоспалительный препарат из группы производных нафтил пропионовой кислоты.",4,Сыворотка
Другие,IgE Оса обыкновенная (i3),890,"Аллергия на ос опасна, так как часто приводит к развитию тяжелых осложнений. Гиперчувствительность развивается обычно после повторного попадания яда насекомого в кровь, при последующих укусах выраженность симптомов увеличивается.",4,Сыворотка
Другие,IgE Оса пятнистая (i2),890,"Определить аллергию на ос позволяет анализ крови. Исследование представляет собой расчет концентрации иммуноглобулинов класса IgE, которые обычно присутствуют в организме в следовых количествах. При аллергии их количество значительно увеличивается.",4,Сыворотка
Другие,IgE Подсолнечник (w204),890,"Аллергия на подсолнечник развивается из-за того, что организм человека чувствителен к пыльце растения. Мельчайшие частицы попадают на слизистые оболочки носа, ротовой полости, глаз, проникают в бронхи и вызывают реакцию иммунной системы. Хуже всего, если поллиноз провоцирует развитие бронхиальной астмы — заболевания, сопровождающегося одышкой и кашлем. Важно диагностировать аллергию на подсолнечник и начать лечение под наблюдением врача.",4,Сыворотка
Другие,IgE Прилокаин / Цитанест (с100),890,"Аллергия на прилокаин особенно опасна для тех пациентов, которым предстоит лечение зубов с местной анестезией, так как данный препарат получил широкое распространение в стоматологии.",5,Сыворотка
Другие,IgE Пчела медоносная (i1),890,"Аллергия на пчелу домашнюю является одной из самых распространенных. Столь же часто встречается повышенная чувствительность к яду ос. Апитоксин, или секрет желез пчелы домашней, — сложное вещество, состоящее из белков, минеральных веществ и аминокислоты.",4,Сыворотка
Другие,IgE Райграс (g5),890,"Аллергия на райграс называется также сенной лихорадкой, или поллинозом. Симптомы возникают при попадании пыльцы растения в верхние дыхательные пути. Наиболее острые реакции характерны в период с конца мая по конец июля — время цветения райграса.",4,Сыворотка
Другие,IgE Рак речной (f320),890,"Аллергия на речного рака занимает одно из лидирующих мест по распространенности. Ракообразных относят к облигатным аллергенам — продуктам, которые чаще всего вызывают реакцию. При чувствительности к мясу рака следует с большой осторожностью употреблять в пищу речную рыбу и морепродукты, так как высок риск перекрестной реакции.",5,Сыворотка
Другие,IgE Сельдь (f205),890,"Аллергия на сельдь проявляется в результате избытка такого биологически активного вещества, как гистамин. Данное соединение является причиной многих аллергических реакций, так как при попадании большого количества в кровь провоцирует отек кожи, ее покраснение, жжение, расширяет сосуды.",4,Сыворотка
Другие,IgE Смородина красная (rf322),890,"Аллергия на красную смородину распространена незначительно, поэтому при повышенной сенсибилизации ягоды исключают не сразу. Симптомы обычные, выражаются в крапивнице, зуде, атопическом дерматите, расстройстве кишечника. Возможна сильная реакция, поэтому при подозрении на аллергию нужно сразу убрать из рациона красную смородину, компоты и прочие жидкости, продукты на основе ягоды.",4,Сыворотка
Другие,IgE Соевые бобы (f14),890,Аллергия на сою диагностируется в короткие сроки. Степень остроты реакции зависит от индивидуальных особенностей организма.,4,Сыворотка
Другие,IgE Ставрида (f60),890,"Аллергия на морскую рыбу (ставриду или какую-либо другую) встречается гораздо чаще, чем на мясные продукты. Симптомами являются тошнота, рвота, изжога, головная боль. Иногда начинаются проблемы с дыхательными путями: астма, ринит.",5,Сыворотка
Другие,IgE Стафилококковый энтеротоксин А (m80),890,"Анализ на стафилококковый энтеротоксин A (СЭА, или SEA) сдают при отравлении, которое вызвано употреблением зараженных продуктов.",5,Сыворотка
Другие,IgE Стафилококковый энтеротоксин В (m81),890,"Анализ на энтеротоксин B необходим при пищевом токсикозе. Он может стать следствием употребления пищи, зараженной болезнетворными бактериями (например, мяса, рыбы, молочных продуктов, кондитерских изделий).",5,Сыворотка
Другие,IgE Стрептомицин (с295),890,"Стрептомицин - аминогликозидный антибиотик I поколения, образуется в процессе жизнедеятельности лучистых грибов Streptomyces. Обладает бактериостатическим действием, вызывает остановку роста и развития микробных клеток. В больших концентрациях – повреждает цитоплазматические мембраны микроорганизмов, проявляет бактерицидное действие.",4,Сыворотка
Другие,IgE Сульфаметоксазол (с58),890,"Сульфаметоксазол – антибактериальный препарат, применяемый для лечения инфекционных заболеваний мочеполовой системы, ЛОР-органов, ЖКТ, кожи и мягких тканей. Может вызывать нежелательные реакции, которые часто принимаются за аллергию.",4,Сыворотка
Другие,IgE Сыворотка молока коровы (f236),890,"Аллергия на молоко коровы развивается как в детском, так и взрослом возрасте. Сегодня причины заболевания до конца не изучены. Многие эксперты указывают на значительную роль наследственного фактора.",4,Сыворотка
Другие,IgE Творог (f232),890,"Творог - кисломолочный продукт, получаемый сквашиванием молока с последующим удалением сыворотки. Как правило, творог не вызывает аллергической реакции только при отсутствии аллергии к белку коровьего молока.",4,Сыворотка
Другие,IgE Тимьян (f273),890,Аллергия на тимьян (чабрец) возможна не только при употреблении растения как приправы. Организм также реагирует на ароматические масла из тимьяна. Из-за большой распространенности чабреца в средней полосе возможно развитие аллергии в пору цветения полукустарника.,4,Сыворотка
Другие,IgE Тмин (f265),890,"Аллергия на тмин вынуждает ограничить употребление в пищу многих продуктов, в состав которых входит пряность, и умеренно использовать его при готовке. Полный отказ от тмина показан при сильнейших реакциях организма, когда симптомы проявляются мгновенно или в течение нескольких часов.",4,Сыворотка
Другие,IgE Фасоль стручковая (f315),890,"Аллергия на зеленую фасоль чаще всего бывает перекрестной. Она наблюдается при сверхчувствительности (сенсибилизации) иммунной системы к белкам бобовых: сои, гороха, арахиса, чечевицы и других представителей семейства.",4,Сыворотка
Другие,IgE Хек (f307),890,Аллергия на хека относится к числу самых распространенных видов повышенной чувствительности (сенсибилизации) к рыбе и морепродуктам. Симптомы нарушения зачастую можно спутать с признаками пищевого отравления или кожных заболеваний.,4,Сыворотка
Другие,IgE Цефаклор (c7),890,"Как проявляется аллергия на лекарства и каким образом с ней бороться, необходимо узнать как можно раньше. Такая информация поможет избежать проблем с самочувствием. Она особенно важна для больных, которые испытывают приступы удушья, теряют сознание и падают в обморок.",4,Сыворотка
Другие,IgE Цефалоспорин (с206),890,"Цефалоспорины – β-лактамные антибиотики широкого спектра действия, часто используемые для  лечения инфекционных заболеваний. Имеют перекрестную аллергенную реактивность с препаратами группы пенициллинового ряда. В связи с этим нередко вызывают аллергические реакции у пациентов с чувствительностью к цефалоспоринам.",4,Сыворотка
Другие,IgE Черемуха (t38),890,"Определение специфических IgE, появляющихся при наличии аллергической реакции на черемуху.",4,Сыворотка
Другие,IgE Эстрагон (f272),890,"Аллергия на приправу эстрагон развивается в двух случаях. Первый — при употреблении растения в пищу. Второй — при оседании пыльцы на слизистых оболочках носа, глаз и ротовой полости, в бронхах при вдыхании. Приправа также способна вызвать реакцию, если пыльца попала на кожу.",4,Сыворотка
Другие,IgE Ячмень (f6),890,"Аллергия на ячмень часто вызывает перекрестные реакции на другие растения семейства: пшеницу, овес, рожь, кукурузу. При появлении симптомов необходимо исключить продукты, содержащие зерна или муку злаковых, а также как можно меньше находиться на улице в период цветения растений.",4,Сыворотка
Другие,LE-клетки,1790,"LE-клетки или клетки красной волчанки представляют собой нейтрофилы, которые содержат в себе ядра погибших клеток, прошедшие фагоцитоз, с прикрепившимися к ним антиядерными антителами.",3,Кровь
Другие,"NASH-Фибротест (стеатоз, фиброз/цирроз печени)",12990,"Это комплекс тестов, который используют для диагностики и наблюдения за состоянием печени, при наличии НАСГ, стеатоза и фиброза/цирроза печени с помощью одного стандартного образца крови: NashTest 2 - оценивает воспаление печени, как количественную оценку стеатогепатита и прогнозирование исхода заболевания печени.",4,Сыворотка
Другие,"АТ к антигенам эритроцитов, включая АТ к Rh-антигену",790,"Метод скринингового исследования крови на присутствие антиэритроцитарных аллоиммунных антител, позволяет, помимо антител к резус-фактору RH1(D), выявить в исследуемой сыворотке аллоиммунные антитела и к другим эритроцитарным антигенам.",1,Кровь
Другие,"АТ к ядерным антигенам (ANA), колич",1590,"Антитела к ядерным антигенам (ANA) – это гетерогенная группа аутоантител, направленных против компонентов собственных ядер. Они являются маркером аутоиммунных заболеваний и определяются для их диагностики, оценки активности и контроля за их лечением.",7,Сыворотка
Другие,Адреналин (суточная моча),1490,"Адреналин – относится к катехоламинам. Вещество синтезируется надпочечниками из норадреналина. Большой выброс адреналина наблюдается при стрессовых ситуациях. В результате вещество повышает выброс глюкозы в кровь, усиливает частоту сердечных сокращений, усиливает кровоток и повышает артериальное давление. Это также может приводить к спазмам скелетных мышц, органов пищеварительной системы, сосудов кожи.",6,Суточная моча
Другие,Аллерген w12 – золотарник IgE (ImmunoCAP),990,"Золотарник - довольно распространённое растение, которое произростает в Северном полушарии с умеренным климатом. Оно пользуется большим спросом у пчел во время цветения, так как имеет яркие крупные кистевидные соцветия и выраженный аромат. Поэтому примеси пыльцы активно встречаются в продуктах пчеловодства. Также пользуется популярностью в медицинских фитосборах.",4,Сыворотка
Другие,Альбумин-креатининовое соотношение (АКС),1190,"Альбуминурия в разовой порции мочи - определение концентрации альбумина и креатинина и расчет их соотношения. Показатель соотношения альбумин/креатинин используют для ранней диагностики, оценки прогрессирования и контроля лечения хронических заболеваний почек.",1,Разовая порция мочи
Другие,Альфа-фетопротеин,690,"Альфа-фетопротеин - это эмбриональный белок, который указывает на состояние плода во время беременности и является онкомаркером для взрослого человека.",3,Сыворотка
Другие,Анализ HCV определение генотипа,1990,Определение специфических антител к вирусу гепатита С : Anti-HCV. Позволяет непосредственно выявить генетический материал вируса в сыворотке крови и тканях человеческого организма; оценить репликативную активность вируса в тканях; количественно определить концентрацию вируса в сыворотке крови; установить генотип вируса и вести наблюдение за изменчивостью HCV.,3,Сыворотка
Другие,Анализ кала на кальпротектин,2190,"Кальпротектин – это белок, вырабатывающийся в лейкоцитах, его концентрация в кале прямо пропорционально числу лейкоцитов, попавших в кишечник. Определение количества кальпротектина в кале – исследование, позволяющее диагностировать воспалительные заболевания кишечника.",5,Кал
Другие,Антиген CA 15-3,1190,"СА 15-3 является маркером рака молочной железы, и его концентрация возрастает совместно с увеличением опухоли. Он также может умеренно повышаться при колоректальном раке, раке лёгких, поджелудочной железы, печени, яичников, шейки матки и эндометрия, циррозе печени, доброкачественных образованиях молочной железы. Видно, что чувствительность этого онкомаркера для выявления рака молочной железы на ранних стадиях низкая. Поэтому этот анализ не может заменить стандартный способ скрининга рака груди – маммографию.",1,Сыворотка
Другие,Антиген CA 19-9,790,"Антиген CA 19-9 - это опухолевый маркер, который используется в диагностике рака поджелудочной железы.",1,Сыворотка
Другие,Антиген СА 125,990,"СА 125 – это высокомолекулярный гликопротеин, который обнаруживается на опухолевых клетках эпителия яичников, а также в норме в клетках эндометрия, брюшины, плевры, перикарда и яичек. Высокая концентрация онкомаркера СА 125 II часто указывает на злокачественное новообразование яичников и реже некоторых других тканей. Само по себе наличие CA 125 не всегда указывает строго на онкологию яичников – незначительные количества CA 125 вырабатываются различными тканями организма, а также раковыми опухолями другой этиологии (эндометрия, желудочно-кишечного тракта, фаллопиевых труб, легких и желудочно-кишечного тракта).",1,Сыворотка
Другие,Антиген СА 72-4,1290,"Раковый антиген СА 72-4 – это высокомолекулярный муциноподобный гликопротеин, который вырабатывается во многих тканях плода и в норме практически не обнаруживается у взрослого человека. Производство СА 72-4 увеличивается практически у всех пациентов со злокачественными опухолями железистого генеза, особенно при раке желудка, муцинозном раке яичников. СА 72-4 продуцируется опухолевыми клетками и поступает в кровоток, что делает его эффективным маркером опухоли, позволяющим следить за течением заболевания.",5,Сыворотка
Другие,Антиген лямблий (Giardia intestinalis) в кале,1890,"Анализ представляет собой исследование кала в целях выявления в нем специфических молекул (антигенов), присутствующих только в клетках лямблий. Лямблии – это паразитирующие в тонкой кишке и иногда в желчном пузыре простейшие, вызывающие развитие лямблиоза.",5,Кал
Другие,Антиген плоскоклеточной карциномы,1990,"Это белок, продуцируемый клетками плоскоклеточного рака, количественное определение которого позволяет оценить эффективность проведенной терапии и выявить рецидив новообразования, а также может быть использовано в качестве независимого прогностического маркера. Плоскоклеточная карцинома – злокачественная эпителиальная опухоль, которая может развиваться в шейке матки, ротовой полости, пищеводе, голове и шее, легких, анусе и коже. Антиген плоскоклеточной карциномы – гликопротеин из семейства игибиторов сериновых протеаз.",7,Сыворотка
Другие,"Антитела к вирусу гепатита С, суммарные (Anti-HCV) (метод ИХЛА)",990,"Тест на антитела гепатита С позволяет выявить вирус в острой или хронической форме. Это дает возможность своевременно предупредить или остановить цирроз печени, почечную недостаточность, карциномы.",1,Сыворотка
Другие,"Антитела к возбудителю коклюша, IgM",1490,"Исследование, направленное на выявление специфических антител класса IgМ к возбудителю коклюша (Bordetella pertussis), для диагностики острой и текущей инфекции.",8,Сыворотка
Другие,"Антитела к микоплазме (Mycoplasma hominis), IgM",890,"Исследование, направленное на выявление специфических антител класса IgM к возбудителю урогенитального микоплазмоза (Mycoplasma hominis) для диагностики острого и текущего инфицирования.",4,Сыворотка
Другие,"Антитела к шигеллам (Shigella flexneri 1-V, V1), РПГА,",2190,"Антитела к возбудителям бактериальной дизентерии (Shigella flexneri 1-5-го серотипов, Shigella flexneri 6-го серотипа) – это специфические белки-иммуноглобулины, вырабатываемые иммунной системой в ответ на инфицирование шигеллами и обеспечивающие иммунную защиту.",5,Сыворотка
Другие,"Антитела к шигеллам (Shigella sonnei), РПГА,",2190,"Антитела к возбудителям бактериальной дизентерии (Shigella sonnei) – это специфические белки-иммуноглобулины, вырабатываемые иммунной системой в ответ на инфицирование шигеллами и обеспечивающие иммунную защиту.",5,Сыворотка
Другие,"Антитела к ядерному (cor) антигену вируса гепатита В, суммарные",790,"Вирусный гепатит В (HBV) – инфекционное заболевание печени, вызванное ДНК-содержащим вирусом гепатита В. Среди всех причин развития острого гепатита и хронической вирусной инфекции вирус гепатита В считается одной из самых распространенных в мире.",1,Сыворотка
Другие,Антитромбин III,590,"Антитромбин III – специфический белок системы свертывания крови. Основной его функцией является инактивация нескольких основных факторов свертывания, в том числе тромбина, и недопущение повышенного образования кровяных сгустков (тромбов).",1,Кровь с цитратом
Другие,Базофильная зернистость эритроцитов,590,"Исследование, направленное на определение эритроцитов с патологической базофильной зернистостью, возникающих в результате токсического воздействия солей тяжелых металлов, лекарственных препаратов на систему кроветворения, а также при анемиях и талассемиях.",1,Кровь
Другие,Белок S-100,3490,"Определение в крови белка S-100, используемое для диагностики, оценки прогноза и контроля лечения некоторых онкологических, неврологических, воспалительных и других заболеваний",21,Сыворотка
Другие,Бета2-микроглобулин,1490,"Бета-2-микроглобулин является белком, который находится на поверхности практически всех клеток организма. Он присутствует в большинстве физиологических жидкостей. Его содержание в крови увеличивается при раковых заболеваниях, таких как миелома, лейкемия и лимфома, а также при воспалительных процессах.",5,Сыворотка
Другие,"Билирубин и его фракции (общий, прямой, непрямой)",290,"Анализ, в ходе которого определяется содержание в крови желчных пигментов и их фракций. Они являются метаболитами распада гемоглобина, и их уровень повышается при усиленном разрушении эритроцитов, нарушении функции печени и желчевыводящих путей.",1,Сыворотка
Другие,Биохимический анализ кала на дисбактериоз,2890,"Биохимический анализ кала на дисбактериоз – исследование кала, предоставляющее возможность оценки активности работы желудочно-кишечного тракта (ЖКТ), а также предоставляющее возможность дифференциальной диагностики различных заболеваний. С помощью исследования можно обнаружить сложные вещества и летучие смеси, указывающие на изменение состава кишечной микрофлоры, вызванное нарушением функций различных отделов ЖКТ.",8,Кал
Другие,ВИЧ (антитела и антигены) (метод ИХЛА),490,"Вирус иммунодефицита человека (ВИЧ) относится к семейству РНК-содержащих ретровирусов. ВИЧ атакует клетки иммунной системы с CD4-рецепторами, которые вирус использует для внедрения в клетку, - Т-лимфоциты, макрофаги, моноциты и некоторые другие типы CD4+ клеток. Вирусная нагрузка на организм растет по мере уничтожения иммунокомпетентных клеток и ухудшения состояния иммунной системы.",1,Сыворотка
Другие,"Вальпроевая кислота, количественно",2290,"Вальпроевая кислота – противосудорожное лекарственное средство. Широко применяется для лечения разных видов эпилепсии у взрослых и детей (больших и малых приступов, миоклонической, тонико-клонической и биполярной формы).",7,Сыворотка
